,Loss_State_Space
8755,[0.005603753961622715]
8756,[0.06102863326668739]
8757,[0.1704297661781311]
8758,[0.00803736038506031]
8759,[0.012010717764496803]
8760,[0.0017945889849215746]
8761,[0.006415535695850849]
8762,[0.009838137775659561]
8763,[0.008260332979261875]
8764,[0.09731683135032654]
8765,[0.03663542866706848]
8766,[0.007916701957583427]
8767,[0.0031252545304596424]
8768,[0.038184210658073425]
8769,[0.01749628409743309]
8770,[0.018495865166187286]
8771,[0.0032027345150709152]
8772,[0.14848029613494873]
8773,[0.032659538090229034]
8774,[0.0061247143894433975]
8775,[0.10115810483694077]
8776,[0.004405299201607704]
8777,[0.09078030288219452]
8778,[0.016563307493925095]
8779,[0.007197842933237553]
8780,[0.001546407351270318]
8781,[0.08241637796163559]
8782,[0.02353942021727562]
8783,[0.002945262473076582]
8784,[0.0768694207072258]
8785,[0.01206617895513773]
8786,[0.022225217893719673]
8787,[0.031770009547472]
8788,[0.007087345235049725]
8789,[0.0025463304482400417]
8790,[0.0030401924159377813]
8791,[0.0029074777849018574]
8792,[0.04261057823896408]
8793,[0.0027352371253073215]
8794,[2.4367523193359375]
8795,[0.01741410233080387]
8796,[0.008589616976678371]
8797,[0.23673361539840698]
8798,[0.01753612793982029]
8799,[0.8493407964706421]
8800,[0.10996700078248978]
8801,[0.016140861436724663]
8802,[0.014310023747384548]
8803,[0.022848159074783325]
8804,[20.178327560424805]
8805,[0.35263127088546753]
8806,[0.09046730399131775]
8807,[0.49759942293167114]
8808,[0.008963859640061855]
8809,[1.208224892616272]
8810,[0.4397357106208801]
8811,[0.04256829991936684]
8812,[1.3021576404571533]
8813,[0.02880845032632351]
8814,[1.5998560190200806]
8815,[0.006362488493323326]
8816,[0.024186572059988976]
8817,[0.2265843152999878]
8818,[0.09519243240356445]
8819,[0.06154321879148483]
8820,[0.07311393320560455]
8821,[0.10860957205295563]
8822,[0.6895485520362854]
8823,[0.005820877850055695]
8824,[0.005514781456440687]
8825,[0.0044317059218883514]
8826,[0.006853212136775255]
8827,[2.1123087406158447]
8828,[0.024688828736543655]
8829,[0.7075971364974976]
8830,[0.035466939210891724]
8831,[0.006293534301221371]
8832,[0.20813512802124023]
8833,[0.5262205600738525]
8834,[0.5445806980133057]
8835,[0.012661033309996128]
8836,[0.18832993507385254]
8837,[0.08984788507223129]
8838,[0.03230193257331848]
8839,[0.009122620336711407]
8840,[2.0505988597869873]
8841,[0.2555641531944275]
8842,[0.11393728852272034]
8843,[0.8053213953971863]
8844,[0.07397926598787308]
8845,[0.013388154096901417]
8846,[0.056074950844049454]
8847,[0.06376716494560242]
8848,[0.21069370210170746]
8849,[0.06635420024394989]
8850,[0.12889163196086884]
8851,[0.23583455383777618]
8852,[0.10320565849542618]
8853,[0.014410708099603653]
8854,[0.38629913330078125]
8855,[0.01867302507162094]
8856,[0.11141972243785858]
8857,[0.08960200846195221]
8858,[0.029799005016684532]
8859,[0.04501035436987877]
8860,[0.016527222469449043]
8861,[0.004698493517935276]
8862,[0.0035612278152257204]
8863,[0.0301202442497015]
8864,[0.004700471647083759]
8865,[0.07206980139017105]
8866,[0.01645440235733986]
8867,[0.027239300310611725]
8868,[0.011344732716679573]
8869,[0.030802235007286072]
8870,[0.04265502467751503]
8871,[0.008901547640562057]
8872,[0.09452654421329498]
8873,[0.13170333206653595]
8874,[0.06098262220621109]
8875,[0.008718321099877357]
8876,[0.03304378688335419]
8877,[0.013604756444692612]
8878,[0.11667683720588684]
8879,[0.004166111815720797]
8880,[0.04294155165553093]
8881,[0.012839299626648426]
8882,[0.0272399690002203]
8883,[0.08236490935087204]
8884,[0.21505621075630188]
8885,[0.08532655239105225]
8886,[0.04808652773499489]
8887,[0.01553349569439888]
8888,[0.0465603731572628]
8889,[0.04152199253439903]
8890,[0.006695813965052366]
8891,[1.5562634468078613]
8892,[0.01986689120531082]
8893,[0.015460331924259663]
8894,[0.018323753029108047]
8895,[0.03587690368294716]
8896,[0.010412915609776974]
8897,[0.019803106784820557]
8898,[0.32396674156188965]
8899,[0.08226187527179718]
8900,[0.09891479462385178]
8901,[0.04922668635845184]
8902,[0.3411238193511963]
8903,[0.194891095161438]
8904,[0.016534296795725822]
8905,[0.004263979382812977]
8906,[0.02454305998980999]
8907,[0.038293350487947464]
8908,[0.024160515516996384]
8909,[0.1598849594593048]
8910,[0.02732694149017334]
8911,[0.007224371191114187]
8912,[0.0033410219475626945]
8913,[0.008198332041501999]
8914,[0.007300767116248608]
8915,[0.02362459897994995]
8916,[0.021452467888593674]
8917,[0.011423071846365929]
8918,[0.008933572098612785]
8919,[1.133603811264038]
8920,[0.023904740810394287]
8921,[0.05295100063085556]
8922,[1.0262776613235474]
8923,[0.030244115740060806]
8924,[0.2361636906862259]
8925,[0.23692524433135986]
8926,[0.03510269895195961]
8927,[0.3778951168060303]
8928,[0.00681021623313427]
8929,[0.1283128708600998]
8930,[0.004131512716412544]
8931,[0.061961933970451355]
8932,[0.010164587758481503]
8933,[0.007397130131721497]
8934,[0.36345016956329346]
8935,[0.02599153481423855]
8936,[0.012850331142544746]
8937,[0.1411418318748474]
8938,[0.1731414496898651]
8939,[0.06908851861953735]
8940,[2.4290215969085693]
8941,[0.012537132017314434]
8942,[0.009876817464828491]
8943,[0.0229642391204834]
8944,[0.020627636462450027]
8945,[0.004366584122180939]
8946,[0.57370924949646]
8947,[0.34004446864128113]
8948,[0.005297730676829815]
8949,[0.4512563943862915]
8950,[2.42720103263855]
8951,[0.11715327948331833]
8952,[0.06409439444541931]
8953,[0.050757698714733124]
8954,[0.007786803878843784]
8955,[0.0731319785118103]
8956,[0.4113406836986542]
8957,[0.020957663655281067]
8958,[0.004735521972179413]
8959,[0.8231574892997742]
8960,[0.006515396758913994]
8961,[0.032282084226608276]
8962,[0.30968648195266724]
8963,[0.01448260247707367]
8964,[0.042274415493011475]
8965,[0.024121636524796486]
8966,[0.030676746740937233]
8967,[0.167740598320961]
8968,[0.05038375034928322]
8969,[0.03610922768712044]
8970,[0.06581974029541016]
8971,[0.14407435059547424]
8972,[0.12274035811424255]
8973,[0.13920462131500244]
8974,[0.05091949552297592]
8975,[0.00858255848288536]
8976,[0.017400328069925308]
8977,[0.06409639120101929]
8978,[0.035651884973049164]
8979,[0.010302343405783176]
8980,[0.026145627722144127]
8981,[0.015375055372714996]
8982,[0.004158745985478163]
8983,[0.03141925483942032]
8984,[0.05927769094705582]
8985,[0.015997931361198425]
8986,[0.03365340083837509]
8987,[0.0177893228828907]
8988,[2.805748224258423]
8989,[0.058890461921691895]
8990,[0.12591995298862457]
8991,[0.1296592354774475]
8992,[0.08097042888402939]
8993,[0.1896216720342636]
8994,[0.022699497640132904]
8995,[0.11323531717061996]
8996,[0.2348405122756958]
8997,[0.11315786093473434]
8998,[0.2434110939502716]
8999,[0.026349037885665894]
9000,[0.005696193780750036]
9001,[0.037090666592121124]
9002,[0.03332523629069328]
9003,[0.044603683054447174]
9004,[0.041638344526290894]
9005,[0.05653443560004234]
9006,[0.021955717355012894]
9007,[1.1011788845062256]
9008,[0.1803015023469925]
9009,[0.11398016661405563]
9010,[0.029912449419498444]
9011,[0.13145506381988525]
9012,[0.041306108236312866]
9013,[26.761037826538086]
9014,[0.021149050444364548]
9015,[0.15020909905433655]
9016,[0.9827866554260254]
9017,[0.05683640390634537]
9018,[0.006299440283328295]
9019,[0.01959146000444889]
9020,[0.5802191495895386]
9021,[0.5184624791145325]
9022,[0.05972106009721756]
9023,[0.5985199213027954]
9024,[0.033842913806438446]
9025,[0.11295286566019058]
9026,[0.043942876160144806]
9027,[5.4217634201049805]
9028,[0.07648666203022003]
9029,[0.056833088397979736]
9030,[0.011181891895830631]
9031,[1.616223692893982]
9032,[0.07149425894021988]
9033,[1.0486115217208862]
9034,[0.19465194642543793]
9035,[0.42160919308662415]
9036,[0.28119489550590515]
9037,[0.19467224180698395]
9038,[0.6102017760276794]
9039,[0.015304571017622948]
9040,[0.4842865467071533]
9041,[0.05455956235527992]
9042,[0.46510621905326843]
9043,[0.05857790634036064]
9044,[0.013593542389571667]
9045,[0.14182135462760925]
9046,[0.6318750381469727]
9047,[1.0471402406692505]
9048,[0.43791183829307556]
9049,[0.018681388348340988]
9050,[0.03921722620725632]
9051,[0.3479590117931366]
9052,[0.8569514751434326]
9053,[0.03871806710958481]
9054,[0.008671329356729984]
9055,[0.031120482832193375]
9056,[0.713797926902771]
9057,[0.010171374306082726]
9058,[0.20822453498840332]
9059,[0.3646848201751709]
9060,[0.04700363427400589]
9061,[0.04477652534842491]
9062,[0.31781718134880066]
9063,[0.20479050278663635]
9064,[0.15553680062294006]
9065,[0.978791356086731]
9066,[0.03339073434472084]
9067,[0.030031338334083557]
9068,[0.43536949157714844]
9069,[0.15413089096546173]
9070,[0.04655485600233078]
9071,[0.08898011595010757]
9072,[0.0936577171087265]
9073,[0.19179552793502808]
9074,[1.1337337493896484]
9075,[0.05063178390264511]
9076,[0.49713805317878723]
9077,[0.15324871242046356]
9078,[0.025877704843878746]
9079,[1.1895357370376587]
9080,[0.09225841611623764]
9081,[0.053491558879613876]
9082,[0.0654931291937828]
9083,[0.05863528698682785]
9084,[0.20296606421470642]
9085,[0.1310741901397705]
9086,[0.14193134009838104]
9087,[0.5248395800590515]
9088,[0.8740178942680359]
9089,[0.03244461491703987]
9090,[0.7787959575653076]
9091,[1.5774599313735962]
9092,[0.05145617574453354]
9093,[0.10665097087621689]
9094,[0.04264678806066513]
9095,[0.04625862091779709]
9096,[0.28101810812950134]
9097,[0.022604268044233322]
9098,[0.06409032642841339]
9099,[0.3098377585411072]
9100,[0.6660824418067932]
9101,[0.04128807783126831]
9102,[0.07952825725078583]
9103,[0.12153256684541702]
9104,[0.02810470014810562]
9105,[0.04265151917934418]
9106,[0.12851007282733917]
9107,[0.13289764523506165]
9108,[0.033104777336120605]
9109,[0.017115816473960876]
9110,[0.020939940586686134]
9111,[0.021812325343489647]
9112,[0.012288365513086319]
9113,[0.14592072367668152]
9114,[0.09558700025081635]
9115,[0.028035009279847145]
9116,[0.38166290521621704]
9117,[0.037274859845638275]
9118,[0.03229701519012451]
9119,[0.016659006476402283]
9120,[0.04425954073667526]
9121,[0.06405911594629288]
9122,[0.73133784532547]
9123,[0.11925406754016876]
9124,[0.05686628445982933]
9125,[0.2507288455963135]
9126,[0.02344871312379837]
9127,[0.029226846992969513]
9128,[0.011442430317401886]
9129,[0.05948707461357117]
9130,[0.046039290726184845]
9131,[0.5267049074172974]
9132,[0.012592454440891743]
9133,[0.04794502630829811]
9134,[0.06973261386156082]
9135,[0.06819597631692886]
9136,[0.34478792548179626]
9137,[0.009711854159832]
9138,[28.497032165527344]
9139,[0.13401629030704498]
9140,[0.08503646403551102]
9141,[0.6935493350028992]
9142,[7.337399482727051]
9143,[2.331350564956665]
9144,[6.61201286315918]
9145,[2.5841102600097656]
9146,[4.265557289123535]
9147,[1.6733983755111694]
9148,[4.8428473472595215]
9149,[0.7236325144767761]
9150,[0.3612024188041687]
9151,[0.41800329089164734]
9152,[0.5843703150749207]
9153,[0.11209936439990997]
9154,[1.9317269325256348]
9155,[0.8175987005233765]
9156,[1.214544415473938]
9157,[1.027931571006775]
9158,[0.8180824518203735]
9159,[0.760221004486084]
9160,[0.2930140495300293]
9161,[1.6162374019622803]
9162,[0.3579397201538086]
9163,[0.6744551658630371]
9164,[0.14496928453445435]
9165,[0.13211485743522644]
9166,[0.2101990431547165]
9167,[0.062026090919971466]
9168,[0.3433113098144531]
9169,[0.1579645872116089]
9170,[0.3580576777458191]
9171,[0.08122549951076508]
9172,[0.1871974617242813]
9173,[0.04779905825853348]
9174,[0.11809998750686646]
9175,[0.12960511445999146]
9176,[0.10484318435192108]
9177,[0.0938061773777008]
9178,[0.47598180174827576]
9179,[0.09893684834241867]
9180,[0.06224389374256134]
9181,[0.107182577252388]
9182,[0.03560270369052887]
9183,[0.15289214253425598]
9184,[0.07242254912853241]
9185,[0.042685650289058685]
9186,[0.14092421531677246]
9187,[0.08296412229537964]
9188,[7.375154972076416]
9189,[0.0452459380030632]
9190,[0.4555787742137909]
9191,[0.17992085218429565]
9192,[0.05553580820560455]
9193,[0.8071953058242798]
9194,[0.17280544340610504]
9195,[0.1554914116859436]
9196,[0.07925757765769958]
9197,[0.03887278959155083]
9198,[0.6321824789047241]
9199,[0.017345868051052094]
9200,[0.01168898306787014]
9201,[0.7240201234817505]
9202,[0.4515347480773926]
9203,[5.7479095458984375]
9204,[0.19928282499313354]
9205,[0.03644738346338272]
9206,[0.18170365691184998]
9207,[0.08169271051883698]
9208,[0.20279718935489655]
9209,[0.16154873371124268]
9210,[0.130905419588089]
9211,[0.03790925070643425]
9212,[0.047101087868213654]
9213,[1.6526339054107666]
9214,[0.09162656962871552]
9215,[0.005689287558197975]
9216,[0.03990636765956879]
9217,[0.0552644208073616]
9218,[0.027017742395401]
9219,[0.05733167380094528]
9220,[0.020924720913171768]
9221,[0.10463118553161621]
9222,[0.16462181508541107]
9223,[0.012175090610980988]
9224,[0.02878420427441597]
9225,[0.023954033851623535]
9226,[0.047233421355485916]
9227,[0.045047909021377563]
9228,[0.42023277282714844]
9229,[0.0064156269654631615]
9230,[0.06162899732589722]
9231,[0.0154553959146142]
9232,[0.00707445852458477]
9233,[0.006461766082793474]
9234,[0.09586858749389648]
9235,[0.06812109053134918]
9236,[0.009629562497138977]
9237,[0.013453944586217403]
9238,[0.0057240682654082775]
9239,[0.009748850017786026]
9240,[0.019527466967701912]
9241,[0.009670477360486984]
9242,[0.09851628541946411]
9243,[0.022291893139481544]
9244,[0.005454312078654766]
9245,[0.013078037649393082]
9246,[0.023218758404254913]
9247,[0.007614846341311932]
9248,[0.011149320751428604]
9249,[0.006115008611232042]
9250,[0.014270505867898464]
9251,[0.0032692397944629192]
9252,[0.005361132323741913]
9253,[0.008879195898771286]
9254,[0.016156533733010292]
9255,[0.008893108926713467]
9256,[0.004197486210614443]
9257,[0.0031583860982209444]
9258,[0.004561873152852058]
9259,[0.003322807839140296]
9260,[1.5650545358657837]
9261,[0.005585306324064732]
9262,[0.005843386985361576]
9263,[0.06260129064321518]
9264,[0.07279818505048752]
9265,[0.0025237812660634518]
9266,[0.012484418228268623]
9267,[0.014467642642557621]
9268,[0.0028903246857225895]
9269,[2.1444432735443115]
9270,[0.14443139731884003]
9271,[0.007570927031338215]
9272,[0.0025967746041715145]
9273,[0.11105907708406448]
9274,[0.05908185616135597]
9275,[0.15225206315517426]
9276,[0.7823220491409302]
9277,[0.060145799070596695]
9278,[0.08259320259094238]
9279,[0.060814812779426575]
9280,[0.009391671046614647]
9281,[0.008454466238617897]
9282,[0.0090605104342103]
9283,[0.002114064060151577]
9284,[0.01132957637310028]
9285,[0.025305435061454773]
9286,[0.03438354283571243]
9287,[0.03615742176771164]
9288,[0.06462783366441727]
9289,[2.6450650691986084]
9290,[0.9193349480628967]
9291,[0.814603865146637]
9292,[0.11385449767112732]
9293,[0.0036646565422415733]
9294,[0.008904125541448593]
9295,[0.040901388972997665]
9296,[0.0075964611023664474]
9297,[0.0026350808329880238]
9298,[0.8170708417892456]
9299,[0.025977348908782005]
9300,[0.0026843200903385878]
9301,[0.008910578675568104]
9302,[0.027177125215530396]
9303,[0.051917556673288345]
9304,[0.005956470966339111]
9305,[0.04846059903502464]
9306,[0.006363447289913893]
9307,[0.4424976110458374]
9308,[0.013073292560875416]
9309,[0.0025022884365171194]
9310,[0.07747086882591248]
9311,[0.003863148856908083]
9312,[0.007639736868441105]
9313,[0.010240447707474232]
9314,[0.020391300320625305]
9315,[0.011215661652386189]
9316,[0.02909979782998562]
9317,[0.09381129592657089]
9318,[0.008414022624492645]
9319,[0.010586926713585854]
9320,[0.06699985265731812]
9321,[0.005090669728815556]
9322,[0.00917292945086956]
9323,[0.05420125275850296]
9324,[0.15578317642211914]
9325,[8.746703147888184]
9326,[0.034952934831380844]
9327,[0.004183517768979073]
9328,[0.0063948058523237705]
9329,[0.048412300646305084]
9330,[0.06866016983985901]
9331,[0.012558827176690102]
9332,[0.008159386925399303]
9333,[0.923446774482727]
9334,[0.44320404529571533]
9335,[0.17668724060058594]
9336,[0.010922271758317947]
9337,[0.010695359669625759]
9338,[0.0445975586771965]
9339,[0.0037027066573500633]
9340,[0.09125275164842606]
9341,[25.631633758544922]
9342,[0.00453341705724597]
9343,[0.008623743429780006]
9344,[0.00664086639881134]
9345,[0.0025455490685999393]
9346,[0.03876103460788727]
9347,[0.09106693416833878]
9348,[0.052079834043979645]
9349,[0.32612305879592896]
9350,[1.8517184257507324]
9351,[0.6062204837799072]
9352,[0.23573502898216248]
9353,[0.2532320022583008]
9354,[0.014275912195444107]
9355,[0.06946980953216553]
9356,[0.11298072338104248]
9357,[0.07168855518102646]
9358,[0.260370135307312]
9359,[0.016607441008090973]
9360,[2.970242738723755]
9361,[0.02815532684326172]
9362,[2.6495957374572754]
9363,[0.023319896310567856]
9364,[0.06374683231115341]
9365,[6.634753704071045]
9366,[0.13540855050086975]
9367,[0.015277190133929253]
9368,[0.03254867345094681]
9369,[0.29483166337013245]
9370,[0.0558914877474308]
9371,[0.3715154528617859]
9372,[0.5903948545455933]
9373,[0.8252320885658264]
9374,[0.30959147214889526]
9375,[0.06028042361140251]
9376,[1.5753614902496338]
9377,[0.0650579109787941]
9378,[0.05409648269414902]
9379,[0.2586982846260071]
9380,[0.03113475814461708]
9381,[0.6290862560272217]
9382,[2.3576769828796387]
9383,[0.07827746123075485]
9384,[0.27145543694496155]
9385,[0.1838996559381485]
9386,[0.04529837518930435]
9387,[0.09976527094841003]
9388,[0.035040419548749924]
9389,[0.12424448132514954]
9390,[0.6432806253433228]
9391,[0.0078001972287893295]
9392,[0.2934049963951111]
9393,[0.28189486265182495]
9394,[0.10898548364639282]
9395,[0.1022125855088234]
9396,[0.37687551975250244]
9397,[0.08038873225450516]
9398,[0.028381388634443283]
9399,[0.008204980753362179]
9400,[0.02079598233103752]
9401,[0.03855668380856514]
9402,[0.04534947872161865]
9403,[0.13414861261844635]
9404,[0.025292256847023964]
9405,[0.15286876261234283]
9406,[0.6385567784309387]
9407,[0.057170554995536804]
9408,[0.012667454779148102]
9409,[0.1583494246006012]
9410,[0.023501388728618622]
9411,[1.3477269411087036]
9412,[0.1277235448360443]
9413,[0.05867936834692955]
9414,[0.09325192868709564]
9415,[0.6949793696403503]
